SHOT_ID_NUMBER,MATCH_ID,KNOCKOUT_MATCH,GAME_SEASON,OPPONENT,HOME_AWAY,DISTANCE_OF_SHOT,POWER_OF_SHOT,AREA_OF_SHOT,SHOT_BASICS,LOCATION_X,LOCATION_Y,REMAINING_MIN,IS_GOAL
245,20000058,0,2000-01,MANU @ HOU,AWAY,33,4,Center(C),Goal Line,30,133,5.016666667,1
246,20000058,0,2000-01,MANU @ HOU,AWAY,35,4,Center(C),Mid Range,1,156,0.7666666667,0
247,20100790,0,2001-02,MANU @ NYK,AWAY,32,1,Right Side(R),Mid Range,121,-6,7.366666667,1
248,20100790,0,2001-02,MANU @ NYK,AWAY,41,1,Left Side Center(LC),Mid Range,-143,163,4.733333333,0
249,20100790,0,2001-02,MANU @ NYK,AWAY,28,1,Right Side(R),Goal Line,62,63,3.433333333,1
250,20100790,0,2001-02,MANU @ NYK,AWAY,34,1,Left Side(L),Mid Range,-143,-13,0.6333333333,1
251,20100790,0,2001-02,MANU @ NYK,AWAY,35,1,Right Side(R),Mid Range,87,133,0,1
252,20100790,0,2001-02,MANU @ NYK,AWAY,33,2,Center(C),Mid Range,-117,70,10.266666667,1
253,20100790,0,2001-02,MANU @ NYK,AWAY,44,2,Left Side Center(LC),Penalty Spot,-168,184,3.9,1
254,20100790,0,2001-02,MANU @ NYK,AWAY,20,2,Center(C),Goal Area,0,0,1.983333333,0
255,20100790,0,2001-02,MANU @ NYK,AWAY,20,3,Center(C),Goal Area,0,0,9.466666667,0
256,20100790,0,2001-02,MANU @ NYK,AWAY,20,3,Center(C),Goal Area,0,0,9.45,0
257,20100790,0,2001-02,MANU @ NYK,AWAY,29,3,Center(C),Goal Line,-35,85,6.866666667,0
258,20100790,0,2001-02,MANU @ NYK,AWAY,20,3,Center(C),Goal Area,0,0,5.5,1
259,20100790,0,2001-02,MANU @ NYK,AWAY,20,3,Center(C),Goal Area,0,0,2.566666667,1
260,20100790,0,2001-02,MANU @ NYK,AWAY,33,3,Center(C),Goal Line,0,133,0.5833333333,0
261,20100790,0,2001-02,MANU @ NYK,AWAY,33,4,Left Side(L),Mid Range,-134,7,3.166666667,0
262,21100604,0,2011-12,MANU vs. BOS,HOME,22,1,Center(C),Goal Area,13,17,10.383333333,0
263,21100604,0,2011-12,MANU vs. BOS,HOME,44,3,Right Side Center(RC),Mid Range,203,145,3.4,0
264,21100604,0,2011-12,MANU vs. BOS,HOME,30,1,Right Side(R),Mid Range,0,-3,2.7,0
265,21100604,0,2011-12,MANU vs. BOS,HOME,24,1,Center(C),Goal Line,-19,0,1.166666667,0
266,21100604,0,2011-12,MANU vs. BOS,HOME,25,2,Center(C),Goal Line,-15,48,4.15,0
267,21100604,0,2011-12,MANU vs. BOS,HOME,27,2,Center(C),Goal Line,31,66,3.233333333,1
268,21100604,0,2011-12,MANU vs. BOS,HOME,25,2,Center(C),Goal Line,-8,52,1.05,0
269,21100604,0,2011-12,MANU vs. BOS,HOME,31,2,Right Side(R),Mid Range,106,0,0.05,1
270,21100604,0,2011-12,MANU vs. BOS,HOME,41,3,Left Side Center(LC),Mid Range,-120,0,10.383333333,0
271,21100604,0,2011-12,MANU vs. BOS,HOME,44,3,Right Side Center(RC),Penalty Spot,187,164,1.416666667,1
272,21100604,0,2011-12,MANU vs. BOS,HOME,22,4,Center(C),Goal Area,26,12,6.616666667,0
273,21100604,0,2011-12,MANU vs. BOS,HOME,45,4,Center(C),Penalty Spot,72,241,6.216666667,1
274,21100604,0,2011-12,MANU vs. BOS,HOME,43,4,Right Side(R),Right Corner,233,20,5.666666667,1
275,21100604,0,2011-12,MANU vs. BOS,HOME,29,4,Left Side(L),Goal Line,-75,55,2.266666667,1
276,21100604,0,2011-12,MANU vs. BOS,HOME,34,4,Left Side(L),Mid Range,-122,74,0.6833333333,1
277,21500576,0,2015-16,MANU vs. NOP,AWAY,20,1,Right Side Center(RC),Penalty Spot,151,193,6.583333333,0
278,21500576,0,2015-16,MANU vs. NOP,HOME,21,1,Center(C),Mid Range,-14,11,4.083333333,1
279,21500576,0,2015-16,MANU vs. NOP,HOME,44,2,Right Side Center(RC),Penalty Spot,209,124,8.016666667,0
280,21500576,0,2015-16,MANU vs. NOP,HOME,41,2,Right Side Center(RC),Mid Range,146,159,6.083333333,1
281,21500576,0,2015-16,MANU vs. NOP,HOME,33,2,Right Side(R),Mid Range,135,8,4.683333333,0
282,21500576,0,2015-16,MANU vs. NOP,HOME,44,2,Right Side Center(RC),Penalty Spot,200,134,4.45,0
283,20300926,0,2003-04,MANU @ BOS,AWAY,38,1,Left Side Center(LC),Mid Range,-112,151,4.216666667,1
284,20300926,0,2003-04,MANU @ BOS,AWAY,27,2,Center(C),Mid Range,64,43,8.983333333,0
285,20300926,0,2003-04,MANU @ BOS,AWAY,22,2,Center(C),Goal Area,23,-1,0.2833333333,0
286,20300926,0,2003-04,MANU @ BOS,AWAY,22,2,Center(C),Goal Area,-20,15,0.2333333333,1
287,20300926,0,2003-04,MANU @ BOS,AWAY,45,3,Left Side Center(LC),Penalty Spot,-141,212,9,0
288,20300926,0,2003-04,MANU @ BOS,AWAY,31,3,Left Side(L),Mid Range,0,0,8.283333333,1
289,20300926,0,2003-04,MANU @ BOS,AWAY,48,3,Right Side Center(RC),Penalty Spot,167,0,7.05,0
290,20300926,0,2003-04,MANU @ BOS,AWAY,27,3,Center(C),Goal Line,-59,48,3.683333333,0
291,20300926,0,2003-04,MANU @ BOS,AWAY,38,4,Left Side Center(LC),Mid Range,-146,112,8.283333333,0
292,20300926,0,2003-04,MANU @ BOS,AWAY,27,4,Center(C),Goal Line,5,76,7.316666667,0
293,20300926,0,2003-04,MANU @ BOS,AWAY,21,4,Center(C),Goal Area,10,8,7.25,1
294,40800404,1,2008-09,MANU @ ORL,AWAY,40,1,Right Side Center(RC),Mid Range,69,0,11.333333333,1
295,40800404,1,2008-09,MANU @ ORL,AWAY,32,1,Right Side(R),Mid Range,108,71,7.033333333,0
296,40800404,1,2008-09,MANU @ ORL,AWAY,20,1,Center(C),Mid Range,0,0,6.05,1
297,40800404,1,2008-09,MANU @ ORL,AWAY,29,1,Center(C),Goal Line,-26,0,5.283333333,0
298,40800404,1,2008-09,MANU @ ORL,AWAY,38,1,Left Side Center(LC),Mid Range,-133,129,4.703333333,1
299,40800404,1,2008-09,MANU @ ORL,AWAY,40,1,Left Side Center(LC),Mid Range,-155,129,0.3166666667,1
300,40800404,1,2008-09,MANU @ ORL,AWAY,40,3,Left Side Center(LC),Mid Range,-103,176,5.633333333,0
301,40800404,1,2008-09,MANU @ ORL,AWAY,46,2,Left Side Center(LC),Penalty Spot,-164,211,4.016666667,1
302,40800404,1,2008-09,MANU @ ORL,AWAY,39,2,Left Side Center(LC),Mid Range,-79,179,2.133333333,0
303,40800404,1,2008-09,MANU @ ORL,AWAY,45,3,Center(C),Penalty Spot,-75,241,9.283333333,1
304,40800404,1,2008-09,MANU @ ORL,AWAY,39,3,Left Side(L),Mid Range,-196,36,7.4,0
305,40800404,1,2008-09,MANU @ ORL,AWAY,20,3,Center(C),Goal Area,0,0,7.216666667,0
306,40800404,1,2008-09,MANU @ ORL,AWAY,36,3,Left Side Center(LC),Mid Range,-54,151,5.5,0
307,40800404,1,2008-09,MANU @ ORL,AWAY,45,3,Right Side Center(RC),Penalty Spot,220,137,0.85,0
308,40800404,1,2008-09,MANU @ ORL,AWAY,35,3,Center(C),Mid Range,10,156,0.06666666667,1
309,40800404,1,2008-09,MANU @ ORL,AWAY,30,4,Center(C),Mid Range,-86,61,8.883333333,0
310,40800404,1,2008-09,MANU @ ORL,AWAY,41,4,Left Side Center(LC),Mid Range,-130,173,7.416666667,1
311,40800404,1,2008-09,MANU @ ORL,AWAY,24,4,Center(C),Goal Line,-10,45,5.35,0
312,40800404,1,2008-09,MANU @ ORL,AWAY,20,4,Center(C),Goal Area,0,0,4.05,0
313,40800404,1,2008-09,MANU @ ORL,AWAY,46,4,Center(C),Penalty Spot,17,265,3.566666667,0
314,40800404,1,2008-09,MANU @ ORL,AWAY,31,5,Right Side(R),Goal Line,73,94,4.216666667,1
315,40800404,1,2008-09,MANU @ ORL,AWAY,30,5,Center(C),Goal Line,54,85,2.833333333,0
316,40800404,1,2008-09,MANU @ ORL,AWAY,38,5,Center(C),Mid Range,-24,183,1.966666667,0
317,40800404,1,2008-09,MANU @ ORL,AWAY,34,5,Left Side(L),Mid Range,-116,91,0.7833333333,0
318,21300342,0,2013-14,MANU @ CHA,AWAY,45,1,Center(C),Penalty Spot,-37,249,11.633333333,0
319,21300342,0,2013-14,MANU @ CHA,AWAY,27,1,Center(C),Goal Line,59,45,8.9,1
320,21300342,0,2013-14,MANU @ CHA,AWAY,45,3,Center(C),Penalty Spot,-56,244,3.866666667,1
321,21300342,0,2013-14,MANU @ CHA,AWAY,38,2,Right Side(R),Mid Range,154,96,6.866666667,0
322,21300342,0,2013-14,MANU @ CHA,AWAY,37,2,Left Side Center(LC),Mid Range,-75,159,4.05,0
323,21300342,0,2013-14,MANU @ CHA,AWAY,35,2,Left Side(L),Mid Range,-141,53,2.483333333,1
324,21300342,0,2013-14,MANU @ CHA,AWAY,44,3,Center(C),Penalty Spot,-29,246,10.816666667,0
325,21300342,0,2013-14,MANU @ CHA,AWAY,39,3,Center(C),Mid Range,0,190,3.55,1
326,21300342,0,2013-14,MANU @ CHA,AWAY,35,4,Left Side(L),Mid Range,-147,41,4.35,0
327,21300342,0,2013-14,MANU @ CHA,AWAY,32,4,Center(C),Goal Line,23,124,3.15,0
328,21300342,0,2013-14,MANU @ CHA,AWAY,21,4,Center(C),Goal Area,-10,12,1.366666667,1
329,20501010,0,2005-06,MANU vs. SAC,HOME,20,1,Center(C),Goal Area,0,0,8.083333333,1
330,20501010,0,2005-06,MANU vs. SAC,HOME,20,1,Center(C),Goal Area,0,0,6.016666667,1
331,20501010,0,2005-06,MANU vs. SAC,HOME,25,1,Center(C),Goal Line,-36,46,2.2,1
332,20501010,0,2005-06,MANU vs. SAC,HOME,35,2,Center(C),Mid Range,5,155,2.25,0
333,20501010,0,2005-06,MANU vs. SAC,HOME,20,2,Center(C),Goal Area,0,0,1.2,0
334,20501010,0,2005-06,MANU vs. SAC,HOME,45,2,Right Side Center(RC),Penalty Spot,230,112,0.01666666667,1
335,20501010,0,2005-06,MANU vs. SAC,HOME,45,3,Right Side Center(RC),Penalty Spot,0,0,8.716666667,1
336,20501010,0,2005-06,MANU vs. SAC,HOME,44,3,Right Side(R),Right Corner,0,74,7.683333333,0
337,20501010,0,2005-06,MANU vs. SAC,HOME,30,4,Center(C),Goal Line,44,92,5.75,0
338,20501010,0,2005-06,MANU vs. SAC,HOME,40,4,Left Side Center(LC),Mid Range,-117,174,2.983333333,1
339,20501010,0,2005-06,MANU vs. SAC,HOME,34,4,Center(C),Goal Line,0,125,1.4,0
340,20501010,0,2005-06,MANU vs. SAC,HOME,20,4,Center(C),Goal Area,0,0,0.7,0
341,20501010,0,2005-06,MANU vs. SAC,HOME,36,4,Left Side(L),Mid Range,-156,38,0.6666666667,1
342,29600202,0,1996-97,MANU @ DET,AWAY,20,2,Center(C),Goal Area,0,0,3.85,0
343,20100628,0,2001-02,MANU @ ATL,AWAY,41,1,Left Side(L),Mid Range,-202,82,0.7666666667,1
344,20100628,0,2001-02,MANU @ ATL,AWAY,20,1,Center(C),Goal Area,0,0,10.683333333,0
345,20100628,0,2001-02,MANU @ ATL,AWAY,35,1,Center(C),Mid Range,-33,150,9.583333333,1
346,20100628,0,2001-02,MANU @ ATL,AWAY,27,1,Center(C),Goal Line,-71,4,7.283333333,1
347,20100628,0,2001-02,MANU @ ATL,AWAY,33,1,Right Side(R),Mid Range,132,4,6.666666667,1
348,20100628,0,2001-02,MANU @ ATL,AWAY,32,1,Right Side(R),Mid Range,123,4,4.333333333,1
349,20100628,0,2001-02,MANU @ ATL,AWAY,20,1,Center(C),Goal Area,0,0,2.9,1
350,20100628,0,2001-02,MANU @ ATL,AWAY,38,1,Center(C),Mid Range,-27,184,1.483333333,0
351,20100628,0,2001-02,MANU @ ATL,AWAY,25,1,Center(C),Goal Line,-42,34,11.733333333,1
352,20100628,0,2001-02,MANU @ ATL,AWAY,20,1,Center(C),Goal Area,0,0,1.133333333,1
353,20100628,0,2001-02,MANU @ ATL,AWAY,20,2,Center(C),Goal Area,0,0,1.75,0
354,20100628,0,2001-02,MANU @ ATL,AWAY,40,2,Left Side(L),Mid Range,-172,106,0.8333333333,1
355,20100628,0,2001-02,MANU @ ATL,AWAY,41,2,Right Side Center(RC),Mid Range,153,154,0.4833333333,0
356,20100628,0,2001-02,MANU @ ATL,AWAY,43,2,Center(C),Right Corner,235,28,0,0
357,20100628,0,2001-02,MANU @ ATL,AWAY,20,3,Center(C),Goal Area,0,0,11,1
358,20100628,0,2001-02,MANU @ ATL,AWAY,20,3,Center(C),Goal Area,0,0,7.15,0
359,20100628,0,2001-02,MANU @ ATL,AWAY,40,3,Left Side Center(LC),Mid Range,-107,171,2.316666667,0
360,20000860,0,2000-01,MANU vs. GSW,HOME,39,1,Right Side Center(RC),Mid Range,0,163,10.166666667,1
361,20000860,0,2000-01,MANU vs. GSW,HOME,20,1,Center(C),Goal Area,0,0,7.916666667,1
362,20000860,0,2000-01,MANU vs. GSW,HOME,47,1,Right Side Center(RC),Penalty Spot,142,0,3.133333333,0
363,20000860,0,2000-01,MANU vs. GSW,HOME,20,1,Center(C),Goal Area,0,0,1.583333333,1
364,20000860,0,2000-01,MANU vs. GSW,HOME,20,1,Center(C),Goal Area,0,0,0.08333333333,1
365,20000860,0,2000-01,MANU vs. GSW,HOME,20,2,Center(C),Goal Area,0,0,3.7,1
366,20000860,0,2000-01,MANU vs. GSW,HOME,34,3,Center(C),Goal Line,64,131,10.5,0
367,20000860,0,2000-01,MANU vs. GSW,HOME,28,3,Center(C),Goal Line,1,85,8.133333333,0
368,20000860,0,2000-01,MANU vs. GSW,HOME,29,3,Center(C),Goal Line,1,91,8.016666667,0
369,20000860,0,2000-01,MANU vs. GSW,HOME,20,3,Center(C),Goal Area,0,0,7.3,1
370,20000860,0,2000-01,MANU vs. GSW,HOME,20,3,Center(C),Goal Area,0,0,2.716666667,1
371,20000860,0,2000-01,MANU vs. GSW,HOME,20,3,Center(C),Goal Area,0,0,2.216666667,1
372,21100941,0,2011-12,MANU @ SAS,AWAY,22,1,Center(C),Goal Area,18,0,11.416666667,1
373,21100941,0,2011-12,MANU @ SAS,AWAY,44,1,Left Side Center(LC),Penalty Spot,-142,198,10.566666667,0
374,21100941,0,2011-12,MANU @ SAS,AWAY,30,1,Right Side(R),Mid Range,105,9,2.283333333,0
375,21100941,0,2011-12,MANU @ SAS,AWAY,35,1,Right Side(R),Mid Range,151,25,0.5666666667,1
376,21100941,0,2011-12,MANU @ SAS,AWAY,30,3,Right Side(R),Mid Range,92,58,11.616666667,1
377,21100941,0,2011-12,MANU @ SAS,AWAY,44,3,Left Side(L),Left Corner,-240,-5,9.916666667,1
378,21100941,0,2011-12,MANU @ SAS,AWAY,31,3,Left Side(L),Mid Range,-116,22,7.8,1
379,21100941,0,2011-12,MANU @ SAS,AWAY,38,3,Right Side Center(RC),Mid Range,146,113,3.65,0
380,21100941,0,2011-12,MANU @ SAS,AWAY,36,3,Right Side(R),Mid Range,165,3,1.933333333,1
381,40000022,1,2000-01,MANU @ POR,AWAY,41,2,Left Side Center(LC),Mid Range,-69,207,5.6,1
382,40000022,1,2000-01,MANU @ POR,AWAY,20,1,Center(C),Goal Area,0,0,9.266666667,1
383,40000022,1,2000-01,MANU @ POR,AWAY,41,1,Left Side Center(LC),Mid Range,-107,0,7.833333333,0
384,40000022,1,2000-01,MANU @ POR,AWAY,38,1,Right Side(R),Mid Range,0,82,7.25,0
385,40000022,1,2000-01,MANU @ POR,AWAY,37,1,Left Side Center(LC),Mid Range,-113,133,6.383333333,0
386,40000022,1,2000-01,MANU @ POR,AWAY,30,1,Right Side(R),Mid Range,108,4,5.55,1
387,40000022,1,2000-01,MANU @ POR,AWAY,39,2,Left Side(L),Mid Range,-172,87,9.766666667,0
388,40000022,1,2000-01,MANU @ POR,AWAY,28,2,Left Side(L),Mid Range,-84,-19,6.116666667,0
389,40000022,1,2000-01,MANU @ POR,AWAY,44,1,Center(C),Penalty Spot,18,241,10.45,0
390,40000022,1,2000-01,MANU @ POR,AWAY,20,2,Center(C),Goal Area,0,0,6.033333333,1
391,40000022,1,2000-01,MANU @ POR,AWAY,20,2,Center(C),Goal Area,0,0,5.216666667,0
392,40000022,1,2000-01,MANU @ POR,AWAY,20,2,Center(C),Goal Area,0,0,3.35,0
393,40000022,1,2000-01,MANU @ POR,AWAY,24,2,Center(C),Goal Line,41,9,1.466666667,1
394,40000022,1,2000-01,MANU @ POR,AWAY,40,3,Left Side(L),Mid Range,-202,49,9.733333333,0
395,40000022,1,2000-01,MANU @ POR,AWAY,39,3,Left Side(L),Mid Range,-195,4,0.55,0
396,40000022,1,2000-01,MANU @ POR,AWAY,38,4,Left Side(L),Mid Range,-166,87,7.616666667,1
397,40000022,1,2000-01,MANU @ POR,AWAY,45,4,Right Side Center(RC),Penalty Spot,153,200,5.016666667,0
398,29600654,0,1996-97,MANU vs. WAS,HOME,20,2,Center(C),Goal Area,0,0,11.083333333,0
399,29600654,0,1996-97,MANU vs. WAS,HOME,35,2,Left Side(L),Mid Range,-122,103,10.283333333,1
400,29600654,0,1996-97,MANU vs. WAS,HOME,35,2,Right Side(R),Mid Range,123,88,9.166666667,0
401,29600654,0,1996-97,MANU vs. WAS,HOME,26,2,Center(C),Goal Line,68,10,6.583333333,0
402,29600654,0,1996-97,MANU vs. WAS,HOME,36,4,Left Side(L),Mid Range,-161,21,11.6,1
403,29600654,0,1996-97,MANU vs. WAS,HOME,20,4,Center(C),Goal Area,0,0,4.45,0
404,29600654,0,1996-97,MANU vs. WAS,HOME,44,4,Right Side Center(RC),Penalty Spot,116,220,0.9333333333,0
405,21100063,0,2011-12,MANU @ DEN,AWAY,45,1,Right Side Center(RC),Penalty Spot,200,165,10.966666667,0
406,21100063,0,2011-12,MANU @ DEN,AWAY,28,1,Left Side(L),Mid Range,-75,36,10.4,0
407,21100063,0,2011-12,MANU @ DEN,AWAY,28,1,Center(C),Goal Line,10,89,6.066666667,0
408,21100063,0,2011-12,MANU @ DEN,AWAY,37,3,Right Side(R),Mid Range,162,69,3.883333333,0
409,21100063,0,2011-12,MANU @ DEN,AWAY,45,2,Right Side Center(RC),Penalty Spot,163,194,3.983333333,0
410,21100063,0,2011-12,MANU @ DEN,AWAY,40,2,Left Side(L),Mid Range,-171,116,2.7,0
411,21100063,0,2011-12,MANU @ DEN,AWAY,45,2,Right Side Center(RC),Penalty Spot,193,173,2.066666667,0
412,21100063,0,2011-12,MANU @ DEN,AWAY,31,2,Left Side(L),Goal Line,-62,91,0.7666666667,0
413,21100063,0,2011-12,MANU @ DEN,AWAY,32,3,Center(C),Goal Line,0,112,10.15,0
414,21100063,0,2011-12,MANU @ DEN,AWAY,33,3,Right Side(R),Mid Range,130,15,9.05,0
415,21100063,0,2011-12,MANU @ DEN,AWAY,32,3,Center(C),Goal Line,29,119,8.55,1
416,21100063,0,2011-12,MANU @ DEN,AWAY,32,3,Center(C),Goal Line,-45,116,7.15,0
417,21100063,0,2011-12,MANU @ DEN,AWAY,40,3,Center(C),Mid Range,-7,208,5.6,1
418,21100063,0,2011-12,MANU @ DEN,AWAY,27,3,Center(C),Goal Line,61,41,4.05,0
419,21100063,0,2011-12,MANU @ DEN,AWAY,21,3,Center(C),Goal Area,-2,15,2.783333333,0
420,21100063,0,2011-12,MANU @ DEN,AWAY,45,3,Center(C),Penalty Spot,-18,254,7.75,0
421,21100063,0,2011-12,MANU @ DEN,AWAY,24,4,Center(C),Goal Line,-13,42,7.133333333,1
422,21100063,0,2011-12,MANU @ DEN,AWAY,42,4,Right Side Center(RC),Mid Range,84,205,6.866666667,0
423,21100063,0,2011-12,MANU @ DEN,AWAY,39,4,Left Side(L),Mid Range,-198,25,3.733333333,1
424,21100063,0,2011-12,MANU @ DEN,AWAY,41,4,Center(C),Mid Range,0,208,3.2,0
425,21100063,0,2011-12,MANU @ DEN,AWAY,44,4,Left Side Center(LC),Penalty Spot,-112,222,2.216666667,0
426,21100063,0,2011-12,MANU @ DEN,AWAY,45,4,Left Side Center(LC),Penalty Spot,-188,178,0.3833333333,0
427,20000347,0,2000-01,MANU @ TOR,AWAY,20,3,Center(C),Goal Area,0,0,4.4,1
428,20000347,0,2000-01,MANU @ TOR,AWAY,40,1,Left Side(L),Mid Range,-206,-4,6.25,1
429,20000347,0,2000-01,MANU @ TOR,AWAY,35,1,Left Side(L),Mid Range,-149,38,5.75,1
430,20000347,0,2000-01,MANU @ TOR,AWAY,41,3,Left Side(L),Mid Range,-176,122,4.733333333,0
431,20000347,0,2000-01,MANU @ TOR,AWAY,39,3,Right Side Center(RC),Mid Range,153,127,3.4,1
432,20000347,0,2000-01,MANU @ TOR,AWAY,45,1,Center(C),Penalty Spot,-4,255,1.75,1
433,20000347,0,2000-01,MANU @ TOR,AWAY,35,3,Left Side(L),Mid Range,-155,0,1.2,0
434,20000347,0,2000-01,MANU @ TOR,AWAY,39,1,Right Side Center(RC),Mid Range,144,127,0.25,0
435,20000347,0,2000-01,MANU @ TOR,AWAY,82,1,Mid Ground(MG),Mid Ground Line,100,620,0,0
436,20000347,0,2000-01,MANU @ TOR,AWAY,20,2,Center(C),Goal Area,0,0,7.85,1
437,20000347,0,2000-01,MANU @ TOR,AWAY,40,2,Center(C),Mid Range,16,209,5.283333333,1
438,20000347,0,2000-01,MANU @ TOR,AWAY,34,1,Left Side(L),Mid Range,-141,11,8.966666667,0
439,20000347,0,2000-01,MANU @ TOR,AWAY,45,3,Left Side Center(LC),Penalty Spot,-191,165,7.833333333,0
440,20000347,0,2000-01,MANU @ TOR,AWAY,27,3,Center(C),Goal Line,0,72,2.016666667,1
441,20000347,0,2000-01,MANU @ TOR,AWAY,39,4,Left Side(L),Mid Range,-176,93,11.8,0
442,20000347,0,2000-01,MANU @ TOR,AWAY,36,4,Center(C),Mid Range,1,160,10.583333333,1
443,20000347,0,2000-01,MANU @ TOR,AWAY,36,4,Right Side(R),Mid Range,159,45,9.4,0
444,20000347,0,2000-01,MANU @ TOR,AWAY,42,4,Left Side(L),Mid Range,-206,89,4.883333333,1
445,20000347,0,2000-01,MANU @ TOR,AWAY,43,4,Right Side(R),Right Corner,237,21,3.466666667,0
446,20000347,0,2000-01,MANU @ TOR,AWAY,32,4,Right Side(R),Mid Range,129,4,3.066666667,0
447,20000347,0,2000-01,MANU @ TOR,AWAY,45,4,Center(C),Penalty Spot,-4,255,0,0
448,20000347,0,2000-01,MANU @ TOR,AWAY,33,5,Right Side(R),Mid Range,123,49,4.666666667,0
449,20000347,,2000-01,MANU @ TOR,AWAY,20,5,Center(C),Goal Area,0,0,24.573333333,1
450,20600580,0,2006-07,MANU @ DAL,AWAY,20,1,Center(C),Goal Area,0,0,9.1,0
451,20600580,0,2006-07,MANU @ DAL,AWAY,32,1,Right Side(R),Mid Range,126,0,9.05,0
452,20600580,0,2006-07,MANU @ DAL,AWAY,20,3,Center(C),Goal Area,0,0,2.716666667,1
453,20600580,0,2006-07,MANU @ DAL,AWAY,40,2,Center(C),Mid Range,204,8,3.2,1
454,20600580,0,2006-07,MANU @ DAL,AWAY,20,2,Center(C),Goal Area,0,0,2.266666667,1
455,20600580,0,2006-07,MANU @ DAL,AWAY,39,2,Right Side(R),Mid Range,176,77,1.45,0
456,20600580,0,2006-07,MANU @ DAL,AWAY,37,2,Center(C),Mid Range,15,178,0.4833333333,1
457,20600580,0,2006-07,MANU @ DAL,AWAY,64,2,Mid Ground(MG),Penalty Spot,0,403,0,0
458,20600580,0,2006-07,MANU @ DAL,AWAY,44,3,Left Side Center(LC),Penalty Spot,-171,179,9.95,0
459,20600580,0,2006-07,MANU @ DAL,AWAY,20,3,Center(C),Goal Area,0,0,9.516666667,1
460,20600580,0,2006-07,MANU @ DAL,AWAY,41,3,Right Side Center(RC),Mid Range,158,151,8.383333333,1
461,20600580,0,2006-07,MANU @ DAL,AWAY,38,3,Right Side(R),Mid Range,181,43,5.483333333,0
462,20600580,0,2006-07,MANU @ DAL,AWAY,20,3,Center(C),Goal Area,0,0,4.633333333,0
463,20600580,0,2006-07,MANU @ DAL,AWAY,20,4,Center(C),Goal Area,0,0,3.566666667,0
464,20600580,0,2006-07,MANU @ DAL,AWAY,20,4,Center(C),Mid Range,0,0,2.816666667,1
465,20701082,0,2007-08,MANU vs. MEM,HOME,27,2,Center(C),Goal Line,-28,66,3.55,1
466,20701082,0,2007-08,MANU vs. MEM,HOME,31,1,Center(C),Goal Line,0,107,11.05,1
467,20701082,0,2007-08,MANU vs. MEM,HOME,43,1,Right Side(R),Right Corner,235,-6,10.416666667,1
468,20701082,0,2007-08,MANU vs. MEM,HOME,39,1,Center(C),Mid Range,-135,138,8.166666667,0
469,20701082,0,2007-08,MANU vs. MEM,HOME,47,3,Right Side Center(RC),Penalty Spot,128,243,7.616666667,1
470,20701082,0,2007-08,MANU vs. MEM,HOME,42,1,Left Side Center(LC),Mid Range,-99,0,5.866666667,0
471,20701082,0,2007-08,MANU vs. MEM,HOME,37,1,Right Side Center(RC),Mid Range,115,133,5.016666667,0
472,20701082,0,2007-08,MANU vs. MEM,HOME,45,1,Center(C),Penalty Spot,-21,255,3.633333333,1
473,20701082,0,2007-08,MANU vs. MEM,HOME,44,1,Right Side Center(RC),Penalty Spot,121,214,3.183333333,1
474,20701082,0,2007-08,MANU vs. MEM,HOME,36,1,Center(C),Mid Range,-25,168,2.733333333,0
475,20701082,0,2007-08,MANU vs. MEM,HOME,20,2,Center(C),Goal Area,0,0,7.25,1
476,20701082,0,2007-08,MANU vs. MEM,HOME,33,2,Right Side(R),Mid Range,130,18,6.866666667,1
477,20701082,0,2007-08,MANU vs. MEM,HOME,47,2,Left Side Center(LC),Penalty Spot,-172,212,5.5,1
478,20701082,0,2007-08,MANU vs. MEM,HOME,20,2,Center(C),Goal Area,0,0,4.5,1
479,20701082,0,2007-08,MANU vs. MEM,HOME,45,3,Left Side Center(LC),Penalty Spot,-102,235,4,0
480,20701082,0,2007-08,MANU vs. MEM,HOME,42,3,Right Side Center(RC),Mid Range,92,202,11.466666667,0
481,20701082,0,2007-08,MANU vs. MEM,HOME,20,2,Center(C),Goal Area,0,0,3.85,0
482,20701082,0,2007-08,MANU vs. MEM,HOME,43,2,Right Side(R),Right Corner,230,59,2.633333333,0
483,20701082,0,2007-08,MANU vs. MEM,HOME,46,2,Center(C),Penalty Spot,13,263,0.9333333333,0
484,20701082,0,2007-08,MANU vs. MEM,HOME,36,3,Right Side Center(RC),Mid Range,102,0,11.65,1
485,20701082,0,2007-08,MANU vs. MEM,HOME,45,3,Left Side Center(LC),Penalty Spot,-103,238,11.166666667,1
486,20701082,0,2007-08,MANU vs. MEM,HOME,46,3,Left Side Center(LC),Penalty Spot,-176,197,10.15,1
487,20701082,0,2007-08,MANU vs. MEM,HOME,28,3,Center(C),Goal Line,-5,89,6.483333333,0
488,20701082,0,2007-08,MANU vs. MEM,HOME,39,3,Center(C),Mid Range,107,161,3.766666667,0
489,20701082,0,2007-08,MANU vs. MEM,HOME,47,3,Right Side Center(RC),Penalty Spot,107,252,3.283333333,0
490,20701082,0,2007-08,MANU vs. MEM,HOME,32,4,Right Side(R),Goal Line,74,100,9.483333333,1
491,20701082,0,2007-08,MANU vs. MEM,HOME,37,4,Left Side Center(LC),Mid Range,-120,128,8.7,1
492,20701082,0,2007-08,MANU vs. MEM,HOME,46,4,Center(C),Penalty Spot,-2,260,7.2,0
